Tipo;Bairro;Quartos;Vagas;Suites;Area;Condominio;Valor Bruto;Tipos agregado
Apartamento;Botafogo;2;1;2;84;1140.0;5572.0;Apartamento
Casa Comercial;Botafogo;6;2;0;400;;;Apartamento
Apartamento;Copacabana;4;2;1;380;2700.0;16900.0;Apartamento
Apartamento;Guadalupe;1;1;1;45;250.0;;Apartamento
Casa Comercial;Copacabana;0;0;0;100;;;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;5;2;5;400;1000.0;9980.0;casa
Conjunto Comercial/Sala;Centro;0;1;0;368;11408.0;36509.0;Apartamento
Apartamento;Ipanema;3;1;1;110;1400.0;8600.0;Apartamento
Apartamento;Botafogo;2;0;0;80;1000.0;3324.0;Apartamento
Conjunto Comercial/Sala;Leblon;0;1;0;30;950.0;5350.0;Apartamento
Casa;Recreio dos Bandeirantes;4;4;2;258;350.0;;casa
Conjunto Comercial/Sala;Taquara;0;1;0;24;456.0;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;1300.0;3895.0;Apartamento
Apartamento;Engenho de Dentro;3;1;1;76;617.0;1852.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;760;8420.0;;Apartamento
Apartamento;Ipanema;2;1;0;83;1200.0;5830.0;Apartamento
Apartamento;Ipanema;4;2;1;450;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;220;2800.0;;Apartamento
Apartamento;Copacabana;3;1;0;114;1515.0;4302.0;Apartamento
Apartamento;Ipanema;2;1;1;125;1550.0;8340.0;Apartamento
Apartamento;Copacabana;1;1;1;130;1200.0;;Apartamento
Apartamento;Copacabana;2;1;0;70;704.0;3364.0;Apartamento
Apartamento;Leme;4;1;2;320;1800.0;11800.0;Apartamento
Apartamento;Leblon;2;0;0;65;900.0;4260.0;Apartamento
Apartamento;Copacabana;3;1;1;100;1100.0;4215.0;Apartamento
Casa de Condomínio;Barra da Tijuca;5;3;5;350;710.0;14340.0;casa
Apartamento;Recreio dos Bandeirantes;2;2;1;71;658.0;;Apartamento
Apartamento;Jardim Botânico;3;1;0;98;1000.0;5027.0;Apartamento
Quitinete;Centro;0;0;0;40;474.0;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;68;750.0;3710.0;Apartamento
Apartamento;Laranjeiras;3;1;1;105;1156.0;3872.0;Apartamento
Galpão/Depósito/Armazém;Cachambi;0;0;0;1000;;;Apartamento
Apartamento;Leblon;3;1;1;150;2500.0;10379.0;Apartamento
Apartamento;Copacabana;1;1;0;55;1766.0;4313.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;4;300;1450.0;9904.0;Apartamento
Apartamento;Leblon;2;0;0;40;572.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;76;690.0;;Apartamento
Casa;Vargem Pequena;4;1;1;141;400.0;3150.0;casa
Apartamento;Copacabana;4;2;1;389;3825.0;17604.0;Apartamento
Apartamento;Braz de Pina;2;0;0;80;332.0;;Apartamento
Apartamento;Barra da Tijuca;2;2;1;115;1800.0;;Apartamento
Apartamento;Barra da Tijuca;3;1;1;120;1200.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;120;833.0;6521.0;Apartamento
Casa;Pechincha;4;4;1;275;;;casa
Apartamento;Copacabana;3;1;0;95;1100.0;;Apartamento
Casa;Jacarepaguá;2;2;0;80;;;casa
Apartamento;Recreio dos Bandeirantes;2;3;2;195;900.0;4450.0;Apartamento
Apartamento;Cascadura;2;0;0;54;276.0;;Apartamento
Apartamento;Ipanema;3;1;0;128;1300.0;7880.0;Apartamento
Apartamento;Copacabana;2;0;0;80;1200.0;4819.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;23;296.0;1023.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;1788;45000.0;;Apartamento
Apartamento;Lagoa;3;1;1;117;1000.0;6956.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;68;1354.0;3453.0;Apartamento
Apartamento;Copacabana;4;1;2;300;1350.0;5740.0;Apartamento
Apartamento;Copacabana;1;0;0;40;605.0;3458.0;Apartamento
Apartamento;Tijuca;2;1;0;75;430.0;;Apartamento
Conjunto Comercial/Sala;Flamengo;0;1;0;42;1316.0;3549.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;36;365.0;1048.0;Apartamento
Casa de Condomínio;Barra da Tijuca;5;5;5;800;1000.0;56000.0;casa
Apartamento;Santa Cruz;2;1;0;59;110.0;;Apartamento
Apartamento;Vaz Lobo;3;1;1;140;400.0;;Apartamento
Apartamento;Barra da Tijuca;4;3;1;170;2500.0;7064.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;23;339.0;1246.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;8;0;327;9927.0;53387.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;800.0;;Apartamento
Apartamento;Ipanema;1;1;0;80;800.0;3580.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;23;794.0;1807.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;50;659.0;1874.0;Apartamento
Flat;Ipanema;1;1;0;60;;;Apartamento
Apartamento;Lagoa;3;1;1;105;1242.0;;Apartamento
Conjunto Comercial/Sala;Jacarepaguá;0;0;0;20;500.0;;Apartamento
Apartamento;Ipanema;4;2;2;450;3100.0;22600.0;Apartamento
Apartamento;Leblon;2;0;0;94;793.0;3371.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;92;746.0;2775.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;134;2500.0;13000.0;Apartamento
Apartamento;Jardim Botânico;4;2;1;250;1800.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;90;3730.0;8191.0;Apartamento
Apartamento;Ipanema;3;3;1;170;2355.0;11265.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;2450.0;;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;43;690.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;677;14291.0;58128.0;Apartamento
Apartamento;Leblon;4;2;2;180;1800.0;9533.0;Apartamento
Apartamento;Santa Teresa;3;0;0;100;370.0;2620.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;111;1600.0;6400.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;57;1600.0;;Apartamento
Apartamento;Pechincha;2;1;0;60;390.0;1746.0;Apartamento
Apartamento;Leblon;2;1;0;82;570.0;6200.0;Apartamento
Apartamento;Leblon;4;2;1;180;2180.0;17827.0;Apartamento
Conjunto Comercial/Sala;Flamengo;0;14;0;1324;26480.0;;Apartamento
Loja Shopping/ Ct Comercial;Gávea;0;1;0;30;1600.0;4276.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;1207;24144.0;187121.0;Apartamento
Apartamento;Lagoa;3;1;1;152;1787.0;8760.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;87;0;4389;;;Apartamento
Apartamento;Barra da Tijuca;3;3;1;185;2175.0;16000.0;Apartamento
Apartamento;Copacabana;2;0;0;82;696.0;;Apartamento
Apartamento;Catete;1;0;0;55;519.0;2110.0;Apartamento
Apartamento;Botafogo;2;1;1;80;1315.0;5812.0;Apartamento
Apartamento;Barra da Tijuca;3;2;2;98;1388.0;4472.0;Apartamento
Conjunto Comercial/Sala;Tijuca;0;0;0;43;670.0;2080.0;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;0;0;20;335.0;;Apartamento
Apartamento;Barra da Tijuca;4;3;3;197;1700.0;;Apartamento
Apartamento;Copacabana;1;0;0;50;550.0;;Apartamento
Apartamento;Leblon;4;2;4;230;2710.0;16835.0;Apartamento
Apartamento;Ipanema;2;3;2;214;3500.0;35500.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;120;1150.0;;Apartamento
Apartamento;Botafogo;1;1;1;60;1200.0;4090.0;Apartamento
Apartamento;Praça da Bandeira;2;0;1;103;650.0;1743.0;Apartamento
Apartamento;Catete;2;1;0;71;750.0;2888.0;Apartamento
Apartamento;Grajaú;3;0;1;100;275.0;;Apartamento
Conjunto Comercial/Sala;Vila Valqueire;0;1;0;35;350.0;;Apartamento
Apartamento;Tijuca;4;2;1;150;1300.0;4115.0;Apartamento
Casa;Andaraí;2;1;0;80;100.0;2125.0;casa
Apartamento;Barra da Tijuca;1;1;0;45;638.0;2058.0;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;3;3;350;900.0;;casa
Apartamento;Copacabana;2;0;0;68;486.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;50;1520.0;2481.0;Apartamento
Apartamento;Leblon;4;3;0;151;3247.0;15913.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;780.0;1880.0;Apartamento
Conjunto Comercial/Sala;Cidade Nova;0;2;0;500;11500.0;47421.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;34;924.0;2744.0;Apartamento
Quitinete;Centro;1;0;0;26;350.0;1269.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;342;8375.0;15375.0;Apartamento
Loja Shopping/ Ct Comercial;Caju;7;3;1;1000;;;Apartamento
Apartamento;Urca;2;0;0;70;715.0;3505.0;Apartamento
Quitinete;Laranjeiras;1;0;0;24;500.0;;Apartamento
Apartamento;Copacabana;3;2;2;167;2500.0;7514.0;Apartamento
Apartamento;Flamengo;3;1;0;120;1300.0;4800.0;Apartamento
Casa;Vargem Pequena;3;1;1;100;650.0;;casa
Casa de Condomínio;Barra da Tijuca;4;3;3;370;2333.0;13253.0;casa
Apartamento;Ipanema;3;2;1;360;1800.0;11660.0;Apartamento
Apartamento;Ipanema;2;1;1;112;1350.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;85;1280.0;5560.0;Apartamento
Galpão/Depósito/Armazém;São Cristóvão;0;15;0;1750;;;Apartamento
Conjunto Comercial/Sala;Ipanema;0;1;0;34;1600.0;5349.0;Apartamento
Apartamento;Copacabana;1;0;1;74;700.0;3783.0;Apartamento
Casa de Condomínio;Taquara;3;2;1;130;567.0;;casa
Apartamento;Jardim Guanabara;2;1;0;84;600.0;2925.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;40;600.0;1415.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;154;3100.0;10245.0;Apartamento
Apartamento;Méier;2;0;0;60;;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;800.0;3639.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;406;9194.0;30692.0;Apartamento
Apartamento;Tijuca;2;1;0;73;500.0;2260.0;Apartamento
Apartamento;Ipanema;1;0;0;42;775.0;3748.0;Apartamento
Apartamento;Barra da Tijuca;4;3;4;250;3300.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;180;950.0;4169.0;Apartamento
Apartamento;Tijuca;3;1;0;90;620.0;2676.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;564;10440.0;48322.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;90;660.0;;Apartamento
Apartamento;Barra da Tijuca;3;2;1;170;1228.0;6663.0;Apartamento
Quitinete;Glória;1;0;0;26;360.0;;Apartamento
Casa;Engenho Novo;3;1;1;146;;;casa
Apartamento;Lagoa;3;1;1;115;1200.0;7508.0;Apartamento
Apartamento;Campo Grande;2;2;0;48;;;Apartamento
Apartamento;Barra da Tijuca;4;3;3;170;1215.0;13525.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;60;600.0;3300.0;Apartamento
Apartamento;Leblon;3;2;1;200;3300.0;11440.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;90;1100.0;;Apartamento
Apartamento;Riachuelo;2;1;1;60;350.0;1728.0;Apartamento
Apartamento;Tijuca;2;1;0;84;501.0;;Apartamento
Apartamento;Tijuca;3;1;1;90;887.0;3010.0;Apartamento
Quitinete;Copacabana;1;0;0;27;400.0;;Apartamento
Apartamento;Copacabana;3;1;0;182;1500.0;;Apartamento
Apartamento;Copacabana;2;1;1;78;725.0;4335.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;85;980.0;3636.0;Apartamento
Conjunto Comercial/Sala;Curicica;0;1;0;25;350.0;1870.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;60;1190.0;6520.0;Apartamento
Box/Garagem;Centro;0;0;0;0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;100;2184.0;4776.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;140;1250.0;7100.0;Apartamento
Casa;Laranjeiras;6;2;6;333;;;casa
Apartamento;Campo Grande;2;0;0;50;345.0;;Apartamento
Casa de Condomínio;Barra da Tijuca;4;0;2;288;510.0;17420.0;casa
Apartamento;Méier;3;1;0;73;894.0;2614.0;Apartamento
Loja/Salão;Barra da Tijuca;0;2;0;120;2995.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;1000;10387.0;50029.0;Apartamento
Sítio;Camorim;8;0;7;10000;;;Apartamento
Apartamento;Jardim Botânico;3;2;2;260;1937.0;8340.0;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;150;2867.0;13534.0;Apartamento
Apartamento;Bonsucesso;2;0;0;75;330.0;1795.0;Apartamento
Apartamento;Tijuca;3;2;1;118;970.0;;Apartamento
Apartamento;Copacabana;2;0;0;80;504.0;;Apartamento
Quitinete;Copacabana;0;0;0;35;400.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;99;2879.0;;Apartamento
Conjunto Comercial/Sala;Tijuca;0;1;0;52;795.0;3337.0;Apartamento
Apartamento;Olaria;2;1;0;80;350.0;;Apartamento
Casa de Condomínio;Barra da Tijuca;5;2;2;400;2500.0;;casa
Apartamento;Ramos;2;0;0;54;;;Apartamento
Apartamento;Centro;1;0;0;32;342.0;1266.0;Apartamento
Apartamento;Leblon;3;1;1;135;1220.0;10650.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;120;1200.0;3538.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;43;960.0;;Apartamento
Apartamento;Leblon;3;1;1;150;1000.0;;Apartamento
Casa de Condomínio;Catete;5;0;2;250;;;casa
Apartamento;Ipanema;3;1;1;140;2900.0;11301.0;Apartamento
Conjunto Comercial/Sala;Tijuca;0;1;0;25;280.0;;Apartamento
Apartamento;Copacabana;3;1;1;135;1636.0;6396.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;75;825.0;3118.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;67;575.0;1915.0;Apartamento
Loja/Salão;Anil;0;0;0;140;;;Apartamento
Conjunto Comercial/Sala;Castelo;0;8;0;550;13800.0;;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;84;1004.0;2886.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;38;1084.0;2483.0;Apartamento
Apartamento;Botafogo;2;1;2;85;1140.0;5572.0;Apartamento
Apartamento;Leme;3;0;0;130;1000.0;5951.0;Apartamento
Conjunto Comercial/Sala;Pechincha;0;1;0;23;380.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;80;1600.0;;Apartamento
Apartamento;Bonsucesso;2;1;0;55;250.0;;Apartamento
Casa;Praça Seca;1;1;0;30;40.0;;casa
Apartamento;Barra da Tijuca;4;3;2;178;1950.0;8300.0;Apartamento
Apartamento;Pechincha;2;1;1;83;570.0;1848.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;58;460.0;1621.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;595;2500.0;35010.0;casa
Apartamento;Copacabana;2;1;1;120;900.0;4749.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;50;1298.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;6;0;726;13387.0;70433.0;Apartamento
Apartamento;Parada de Lucas;2;0;0;78;;;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;30;620.0;;Apartamento
Apartamento;Copacabana;3;0;0;147;925.0;3909.0;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;40;600.0;3086.0;Apartamento
Apartamento;Madureira;3;0;0;65;300.0;;Apartamento
Apartamento;Campo Grande;3;1;1;120;860.0;;Apartamento
Apartamento;Península;4;2;4;220;2800.0;9830.0;Apartamento
Apartamento;Tijuca;2;1;1;66;800.0;2700.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;111;3400.0;10100.0;Apartamento
Apartamento;Centro;2;0;0;62;530.0;;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;30;942.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;70;2000.0;4174.0;Apartamento
Casa;Gávea;3;2;3;450;;;casa
Apartamento;Bonsucesso;2;0;0;70;465.0;;Apartamento
Apartamento;Laranjeiras;2;1;1;88;1060.0;6220.0;Apartamento
Casa de Condomínio;Itanhangá;4;1;1;439;1350.0;10764.0;casa
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;24;570.0;;Apartamento
Apartamento;Barra da Tijuca;4;4;1;348;3700.0;30650.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;2;200;1692.0;;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;56;622.0;2929.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;46;319.0;1233.0;Apartamento
Apartamento;São Conrado;4;2;1;166;2300.0;8850.0;Apartamento
Apartamento;Flamengo;1;0;0;36;430.0;2385.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;74;1700.0;;Apartamento
Loja/Salão;Barra da Tijuca;0;3;0;230;4000.0;19900.0;Apartamento
Apartamento;Leblon;1;1;1;81;1717.0;6580.0;Apartamento
Apartamento;Copacabana;3;0;0;107;600.0;;Apartamento
Apartamento;Santa Teresa;1;0;0;60;260.0;;Apartamento
Conjunto Comercial/Sala;Ipanema;0;4;0;323;5900.0;51900.0;Apartamento
Apartamento;Tijuca;3;2;0;82;780.0;;Apartamento
Apartamento;Copacabana;2;0;0;70;669.0;3181.0;Apartamento
Apartamento;Glória;2;0;0;80;700.0;2679.0;Apartamento
Apartamento;Copacabana;3;1;1;200;1700.0;6620.0;Apartamento
Quitinete;Copacabana;1;0;0;26;607.0;1932.0;Apartamento
Apartamento;Copacabana;1;0;0;60;730.0;3207.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;40;266.0;1444.0;Apartamento
Apartamento;Barra da Tijuca;3;2;2;212;1200.0;7370.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;32;;;Apartamento
Galpão/Depósito/Armazém;Cachambi;0;0;0;1197;;;Apartamento
Apartamento;Ipanema;3;1;1;112;1450.0;8630.0;Apartamento
Apartamento;Laranjeiras;3;1;0;88;1100.0;4239.0;Apartamento
Apartamento;Ipanema;4;1;1;180;2400.0;;Apartamento
Apartamento;Ipanema;2;2;2;90;3900.0;;Apartamento
Apartamento;Cachambi;2;1;0;60;440.0;;Apartamento
Apartamento;Leblon;4;2;2;200;2300.0;19115.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;425;9178.0;31282.0;Apartamento
Apartamento;Copacabana;3;2;1;139;1470.0;5600.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;245;;;Apartamento
Quitinete;Botafogo;1;0;0;20;481.0;;Apartamento
Apartamento;Tijuca;2;0;0;75;461.0;1823.0;Apartamento
Flat;Botafogo;2;1;0;75;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;106;405.0;;Apartamento
Casa;Rio Comprido;3;0;0;40;150.0;;casa
Galpão/Depósito/Armazém;Bonsucesso;0;0;0;432;;;Apartamento
Apartamento;Leblon;3;2;1;140;3274.0;10415.0;Apartamento
Apartamento;Leblon;3;3;1;200;3000.0;15600.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;742.0;2059.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;470.0;;Apartamento
Conjunto Comercial/Sala;Botafogo;0;9;0;444;14083.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;85;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;650.0;2150.0;Apartamento
Apartamento;Vila Isabel;3;0;0;72;320.0;2287.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;51;460.0;1800.0;Apartamento
Prédio Inteiro;Botafogo;0;2;0;600;;;Apartamento
Apartamento;Flamengo;2;1;1;90;1006.0;4701.0;Apartamento
Apartamento;Copacabana;4;1;0;141;1139.0;6017.0;Apartamento
Conjunto Comercial/Sala;Santo Cristo;0;0;0;80;800.0;;Apartamento
Loja/Salão;Botafogo;0;59;0;2032;;;Apartamento
Apartamento;Leblon;3;2;3;170;3230.0;10240.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;36;820.0;1231.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;114;2300.0;;Apartamento
Apartamento;São Cristóvão;2;1;1;64;430.0;2399.0;Apartamento
Loja/Salão;Freguesia (Jacarepaguá);0;0;0;150;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;113;522.0;5628.0;Apartamento
Apartamento;Lagoa;3;2;1;125;1698.0;7055.0;Apartamento
Apartamento;Copacabana;1;0;0;21;405.0;;Apartamento
Apartamento;Copacabana;1;0;0;46;580.0;2180.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;25;880.0;1770.0;Apartamento
Apartamento;Ipanema;2;1;0;75;1200.0;4517.0;Apartamento
Apartamento;Ipanema;3;3;1;300;4000.0;28000.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;84;2381.0;5866.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;115;1500.0;5500.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;82;1764.0;5453.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;85;650.0;;Apartamento
Apartamento;Lagoa;2;1;1;86;650.0;;Apartamento
Apartamento;Ipanema;2;0;0;72;415.0;4734.0;Apartamento
Apartamento;Ipanema;3;2;2;280;3100.0;19794.0;Apartamento
Prédio Inteiro;Freguesia (Jacarepaguá);0;18;0;2250;;;Apartamento
Conjunto Comercial/Sala;Penha;0;0;0;35;617.0;1209.0;Apartamento
Apartamento;Copacabana;1;0;1;34;480.0;;Apartamento
Apartamento;Barra da Tijuca;1;1;1;62;1080.0;2841.0;Apartamento
Casa de Vila;Freguesia (Ilha do Governador);3;1;1;110;;;casa
Apartamento;Centro;1;0;0;25;;;Apartamento
Apartamento;Jardim Botânico;4;2;2;241;2203.0;11200.0;Apartamento
Apartamento;Laranjeiras;2;0;0;70;530.0;2925.0;Apartamento
Apartamento;Realengo;2;0;0;75;;;Apartamento
Loja/Salão;Grajaú;0;0;0;50;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;360;3851.0;20083.0;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;5;0;4;450;1420.0;25944.0;casa
Apartamento;Ipanema;2;1;0;81;1070.0;5284.0;Apartamento
Apartamento;Barra da Tijuca;5;4;4;404;3700.0;24650.0;Apartamento
Apartamento;Barra da Tijuca;5;4;4;341;3700.0;;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;32;326.0;2512.0;Apartamento
Apartamento;Barra da Tijuca;4;2;3;235;2700.0;11115.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;72;780.0;;Apartamento
Apartamento;Botafogo;3;1;1;100;1600.0;6349.0;Apartamento
Loja/Salão;Centro;0;0;0;71;46.0;2596.0;Apartamento
Apartamento;Lagoa;3;1;1;140;1593.0;;Apartamento
Quitinete;Largo do Machado;1;0;0;26;407.0;1733.0;Apartamento
Apartamento;Engenho Novo;2;0;0;54;340.0;;Apartamento
Apartamento;Leblon;2;1;0;75;1100.0;4753.0;Apartamento
Apartamento;Barra da Tijuca;4;2;1;280;;;Apartamento
Apartamento;Campo Grande;2;1;0;50;305.0;;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;50;866.0;;Apartamento
Apartamento;Flamengo;1;0;0;32;650.0;2080.0;Apartamento
Quitinete;Centro;0;0;0;20;349.0;1074.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;110;1754.0;4986.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;24;375.0;1175.0;Apartamento
Flat;Barra da Tijuca;1;1;1;54;2200.0;12450.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;33;600.0;;Apartamento
Apartamento;Copacabana;4;2;1;410;2300.0;19547.0;Apartamento
Apartamento;São Conrado;2;2;1;85;2200.0;6380.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;149;5862.0;14560.0;Apartamento
Apartamento;Botafogo;1;1;0;45;561.0;2816.0;Apartamento
Apartamento;Lagoa;2;1;0;69;627.0;3962.0;Apartamento
Apartamento;Tijuca;3;1;1;108;700.0;2644.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;30;375.0;1259.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;204;4673.0;;Apartamento
Casa de Vila;Itanhangá;4;2;2;900;1650.0;13170.0;casa
Apartamento;Centro;2;0;0;60;550.0;3620.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;70;2300.0;;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;110;962.0;3457.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;30;934.0;2630.0;Apartamento
Apartamento;Riachuelo;2;1;0;68;550.0;;Apartamento
Casa;Campo Grande;2;1;0;80;;;casa
Apartamento;Leblon;3;1;2;180;2330.0;18923.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;51;719.0;1890.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;160;2300.0;11200.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;90;784.0;2688.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;70;2000.0;6200.0;Apartamento
Conjunto Comercial/Sala;Cidade Nova;0;19;0;2951;66840.0;265619.0;Apartamento
Apartamento;Laranjeiras;3;1;0;114;1200.0;;Apartamento
Apartamento;Flamengo;1;0;0;23;480.0;1309.0;Apartamento
Casa;Gávea;6;3;6;790;900.0;32432.0;casa
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;44;830.0;2620.0;Apartamento
Galpão/Depósito/Armazém;Guaratiba;0;0;0;800;;;Apartamento
Apartamento;Flamengo;1;0;0;35;418.0;2243.0;Apartamento
Conjunto Comercial/Sala;Centro;0;5;0;1251;31275.0;172638.0;Apartamento
Loja/Salão;Anchieta;0;50;0;7000;;;Apartamento
Apartamento;Península;4;3;4;220;2927.0;14538.0;Apartamento
Apartamento;Tijuca;3;0;0;100;620.0;3350.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;1;0;81;2184.0;7448.0;Apartamento
Conjunto Comercial/Sala;Curicica;0;1;0;17;290.0;;Apartamento
Apartamento;Flamengo;3;0;0;97;800.0;6100.0;Apartamento
Flat;Ipanema;2;2;2;70;2000.0;7320.0;Apartamento
Apartamento;Flamengo;1;0;1;30;467.0;1917.0;Apartamento
Apartamento;Laranjeiras;2;1;0;87;832.0;3860.0;Apartamento
Apartamento;Copacabana;4;1;2;266;2384.0;13594.0;Apartamento
Apartamento;Vila Isabel;2;0;0;58;480.0;;Apartamento
