Tipo;Bairro;Quartos;Vagas;Suites;Area;Condominio;Valor Bruto;Tipos agregado
Casa;Campo Grande;2;0;0;60;;;casa
Apartamento;Ipanema;1;0;0;42;;;Apartamento
Galpão/Depósito/Armazém;Olaria;0;0;0;4000;;;Apartamento
Apartamento;Leme;2;2;1;79;840.0;;Apartamento
Apartamento;Leblon;4;2;2;226;5000.0;23900.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;66;1200.0;2297.0;Apartamento
Loja/Salão;Freguesia (Jacarepaguá);0;1;0;60;1243.0;4188.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;375;6350.0;27130.0;Apartamento
Apartamento;Barra da Tijuca;1;2;0;72;1400.0;4600.0;Apartamento
Apartamento;Tijuca;2;1;1;100;650.0;;Apartamento
Apartamento;Campo Grande;2;1;0;57;110.0;;Apartamento
Apartamento;Botafogo;1;0;0;17;420.0;1645.0;Apartamento
Conjunto Comercial/Sala;Tijuca;0;0;0;17;260.0;1047.0;Apartamento
Casa;Laranjeiras;5;1;0;350;290.0;7790.0;casa
Apartamento;Pechincha;2;2;0;51;557.0;1771.0;Apartamento
Casa de Vila;Honório Gurgel;1;0;0;34;;;casa
Apartamento;Barra da Tijuca;4;3;2;296;5200.0;23760.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;104;1850.0;9200.0;Apartamento
Apartamento;Flamengo;1;0;0;15;401.0;1324.0;Apartamento
Apartamento;Tijuca;2;0;0;82;370.0;;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;2;0;62;1260.0;;Apartamento
Quitinete;Copacabana;1;0;0;34;475.0;;Apartamento
Apartamento;Flamengo;4;1;1;290;1800.0;12800.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;70;450.0;;Apartamento
Conjunto Comercial/Sala;Leblon;0;0;0;32;1461.0;4809.0;Apartamento
Apartamento;Barra da Tijuca;4;1;2;400;3300.0;19700.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;2;90;1400.0;4600.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;60;600.0;2076.0;Apartamento
Apartamento;Leblon;4;1;0;140;1500.0;;Apartamento
Apartamento;Copacabana;3;0;0;110;1540.0;5370.0;Apartamento
Conjunto Comercial/Sala;Pechincha;0;0;0;25;541.0;;Apartamento
Apartamento;Ipanema;3;1;1;180;2500.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;2;195;850.0;3980.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;33;896.0;1865.0;Apartamento
Casa de Vila;Freguesia (Jacarepaguá);2;1;0;162;70.0;;casa
Apartamento;Tijuca;1;1;0;60;695.0;1765.0;Apartamento
Casa;Jardim Botânico;4;3;4;452;;;casa
Apartamento;São Conrado;2;1;1;88;1200.0;;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;20;445.0;;Apartamento
Apartamento;Leblon;2;2;2;130;2240.0;19360.0;Apartamento
Loja/Salão;Copacabana;0;0;0;140;5296.0;15355.0;Apartamento
Apartamento;Ipanema;2;1;2;65;4000.0;8433.0;Apartamento
Apartamento;Rocha;2;0;0;72;200.0;1213.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;20;0;920;32000.0;;Apartamento
Loja/Salão;Madureira;0;0;0;60;1250.0;;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;130;13581.0;35077.0;Apartamento
Apartamento;Leblon;4;3;1;170;1495.0;9059.0;Apartamento
Apartamento;Jacarepaguá;3;1;1;63;720.0;2171.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;93;294.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;339;6800.0;28700.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;100;1875.0;4309.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;0;0;20;;;Apartamento
Apartamento;Tijuca;2;0;0;75;882.0;2152.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;59;1348.0;3751.0;Apartamento
Loja/Salão;Copacabana;0;0;0;170;1199.0;14056.0;Apartamento
Apartamento;Tijuca;3;0;1;153;568.0;2296.0;Apartamento
Apartamento;Leblon;3;1;1;117;2243.0;11678.0;Apartamento
Apartamento;São Conrado;3;2;1;320;4000.0;14000.0;Apartamento
Loja/Salão;Inhoaíba;0;0;0;44;;;Apartamento
Apartamento;Copacabana;2;0;0;75;1000.0;3950.0;Apartamento
Apartamento;Leblon;3;2;3;340;2900.0;;Apartamento
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;29;2500.0;4066.0;Apartamento
Apartamento;Méier;2;1;1;120;597.0;;Apartamento
Apartamento;Campo Grande;2;1;0;74;600.0;;Apartamento
Apartamento;Cosmos;2;1;0;40;220.0;;Apartamento
Apartamento;Jacarepaguá;2;1;0;55;480.0;1892.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;32;0;2010;30928.0;144600.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;85;1010.0;2550.0;Apartamento
Apartamento;Laranjeiras;3;2;1;110;900.0;4584.0;Apartamento
Casa Comercial;Ipanema;0;0;0;30;1450.0;4050.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;3;180;950.0;7490.0;Apartamento
Apartamento;Barra da Tijuca;4;2;4;247;3242.0;10062.0;Apartamento
Apartamento;Tijuca;3;1;1;90;1100.0;3084.0;Apartamento
Casa;Vila da Penha;2;0;0;50;;;casa
Apartamento;Campo Grande;4;1;1;90;490.0;;Apartamento
Apartamento;Copacabana;2;0;0;73;1115.0;;Apartamento
Loja/Salão;Centro;0;0;0;220;;;Apartamento
Apartamento;Barra da Tijuca;4;2;2;178;2500.0;14891.0;Apartamento
Apartamento;Ipanema;3;2;2;348;9772.0;41766.0;Apartamento
Apartamento;Catete;2;1;1;111;1400.0;5180.0;Apartamento
Apartamento;Barra da Tijuca;2;1;2;82;800.0;;Apartamento
Apartamento;Barra da Tijuca;2;2;1;80;1380.0;4680.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1340.0;3097.0;Apartamento
Conjunto Comercial/Sala;Méier;0;0;0;60;270.0;;Apartamento
Apartamento;Leblon;3;0;0;105;830.0;;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;27;680.0;1750.0;Apartamento
Apartamento;Ipanema;2;1;0;75;815.0;3900.0;Apartamento
Apartamento;Tijuca;2;1;1;82;1100.0;;Apartamento
Apartamento;Lagoa;2;1;0;56;1500.0;5278.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;700.0;2036.0;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;65;680.0;2262.0;Apartamento
Apartamento;Copacabana;2;1;0;87;1000.0;4181.0;Apartamento
Conjunto Comercial/Sala;Glória;0;30;0;3006;82290.0;;Apartamento
Casa de Vila;Engenho de Dentro;2;1;0;60;50.0;;casa
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;58;1373.0;3501.0;Apartamento
Apartamento;Encantado;2;1;0;70;;;Apartamento
Apartamento;Barra da Tijuca;3;1;1;106;1400.0;8900.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;30;480.0;1300.0;Apartamento
Quitinete;Copacabana;1;0;0;27;605.0;;Apartamento
Apartamento;Tijuca;2;1;1;89;605.0;2627.0;Apartamento
Apartamento;Campo Grande;2;0;0;50;;;Apartamento
Apartamento;São Francisco Xavier;2;1;1;55;500.0;1935.0;Apartamento
Apartamento;Barra da Tijuca;1;1;1;52;2640.0;4895.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;377;2430.0;5143.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;89;950.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;18;0;2167;36850.0;;Apartamento
Apartamento;Copacabana;3;1;1;146;1470.0;7857.0;Apartamento
Apartamento;Copacabana;3;2;1;115;1434.0;5731.0;Apartamento
Apartamento;Leblon;3;3;2;200;1700.0;12596.0;Apartamento
Apartamento;Glória;1;0;0;46;447.0;;Apartamento
Apartamento;Barra da Tijuca;3;2;1;168;2048.0;;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;102;480.0;2560.0;Apartamento
Apartamento;Rio Comprido;3;1;1;89;741.0;2379.0;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;170;2800.0;6500.0;Apartamento
Casa Comercial;Laranjeiras;6;0;0;900;;;Apartamento
Apartamento;Tijuca;2;0;0;61;481.0;;Apartamento
Apartamento;Barra da Tijuca;3;2;3;120;1200.0;4550.0;Apartamento
Apartamento;Méier;1;0;0;32;180.0;;Apartamento
Apartamento;Copacabana;2;0;1;55;650.0;3830.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;74;550.0;4100.0;Apartamento
Box/Garagem;Catete;0;0;0;0;;;Apartamento
Loja/Salão;Centro;0;0;0;45;2201.0;6071.0;Apartamento
Galpão/Depósito/Armazém;Pavuna;0;0;0;6818;22794.0;201425.0;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;320;3200.0;14406.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;0;0;500;10.0;;Apartamento
Apartamento;Barra da Tijuca;4;4;4;565;4800.0;24801.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;35;1250.0;2700.0;Apartamento
Galpão/Depósito/Armazém;São Cristóvão;0;0;0;250;;;Apartamento
Quitinete;Copacabana;1;0;0;20;318.0;;Apartamento
Apartamento;Copacabana;3;1;0;105;1470.0;6110.0;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;92;2300.0;13383.0;Apartamento
Apartamento;Pechincha;1;1;0;63;560.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;100;1171.0;2966.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;95;2080.0;7206.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;74;1190.0;3305.0;Apartamento
Apartamento;Lagoa;2;0;0;50;550.0;3460.0;Apartamento
Apartamento;Jacarepaguá;3;1;1;103;1450.0;5250.0;Apartamento
Apartamento;Campo Grande;2;0;0;48;290.0;;Apartamento
Quitinete;Copacabana;1;0;0;27;230.0;1439.0;Apartamento
Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;398.0;1587.0;Apartamento
Apartamento;Cachambi;2;1;0;68;600.0;;Apartamento
Quitinete;Copacabana;1;0;0;25;584.0;2239.0;Apartamento
Galpão/Depósito/Armazém;Taquara;0;15;0;5000;;;Apartamento
Conjunto Comercial/Sala;Botafogo;0;4;0;800;;;Apartamento
Apartamento;Tijuca;3;0;0;90;828.0;;Apartamento
Apartamento;Tijuca;4;2;2;253;2100.0;6630.0;Apartamento
Quitinete;Copacabana;1;0;0;27;420.0;1835.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;42;695.0;;Apartamento
Apartamento;Botafogo;3;1;1;130;1250.0;4120.0;Apartamento
Conjunto Comercial/Sala;Taquara;0;1;0;24;252.0;;Apartamento
Conjunto Comercial/Sala;Pechincha;0;1;0;20;418.0;1185.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;0;0;28;500.0;;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;212;1663.0;9823.0;casa
Apartamento;Copacabana;4;0;1;160;840.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;581;15640.0;47194.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;38;0;1904;;;Apartamento
Casa de Condomínio;Joá;4;3;1;300;1200.0;8600.0;casa
Casa de Vila;Tijuca;2;0;0;95;;;casa
Apartamento;Barra da Tijuca;4;3;2;246;2000.0;13800.0;Apartamento
Apartamento;Leme;1;0;0;80;600.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;36;999.0;2055.0;Apartamento
Apartamento;Flamengo;1;0;0;42;550.0;2054.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;430;4742.0;;Apartamento
Conjunto Comercial/Sala;Santo Cristo;0;1;0;28;464.0;2014.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;50;589.0;3850.0;Apartamento
Apartamento;Leblon;2;0;0;60;546.0;2854.0;Apartamento
Apartamento;Copacabana;1;0;0;55;;;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;0;0;28;;;Apartamento
Apartamento;Barra da Tijuca;4;2;1;124;1605.0;7885.0;Apartamento
Apartamento;Botafogo;3;2;1;120;1490.0;;Apartamento
Apartamento;Madureira;1;1;0;50;450.0;;Apartamento
Apartamento;Ipanema;2;1;0;70;950.0;6950.0;Apartamento
Apartamento;Botafogo;5;2;2;622;3545.0;20059.0;Apartamento
Apartamento;Ipanema;3;3;1;300;4000.0;27862.0;Apartamento
Apartamento;Copacabana;3;0;0;110;950.0;3670.0;Apartamento
Apartamento;Flamengo;5;1;1;260;2200.0;8421.0;Apartamento
Apartamento;Ipanema;4;2;1;200;3700.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;169;1269.0;;Apartamento
Apartamento;Ipanema;3;1;1;275;3150.0;11049.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;179;2960.0;9020.0;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;99;1360.0;;Apartamento
Conjunto Comercial/Sala;Bonsucesso;0;0;0;20;390.0;1023.0;Apartamento
Apartamento;Vila Isabel;2;1;0;75;500.0;2608.0;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;1;0;40;115.0;1319.0;Apartamento
Apartamento;Leme;1;0;1;70;1180.0;6380.0;Apartamento
Apartamento;Coelho Neto;2;0;0;48;80.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;18;0;1141;22302.0;88022.0;Apartamento
Loja/Salão;Centro;0;0;0;400;;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;180;1100.0;3450.0;Apartamento
Quitinete;Leme;1;0;0;18;490.0;;Apartamento
Casa;Vigário Geral;2;0;1;176;;;casa
Apartamento;Jacarepaguá;2;1;0;50;305.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;36;575.0;;Apartamento
Apartamento;Ipanema;2;1;0;76;528.0;;Apartamento
Apartamento;Taquara;2;1;0;52;508.0;1522.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;83;1687.0;4880.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;3;0;242;9383.0;29025.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;5;0;197;;;Apartamento
Apartamento;Campo Grande;2;1;1;80;200.0;1570.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;100;3500.0;7977.0;Apartamento
Apartamento;Jacarepaguá;2;1;1;80;1350.0;3530.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;286;1820.0;28181.0;Apartamento
Casa;Campo Grande;2;2;1;80;;;casa
Apartamento;Recreio dos Bandeirantes;3;1;2;70;1095.0;2848.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;135;4900.0;;Apartamento
Apartamento;Barra da Tijuca;3;1;1;92;600.0;3052.0;Apartamento
Apartamento;Ipanema;4;2;1;270;2750.0;21450.0;Apartamento
Apartamento;Tijuca;3;0;0;115;400.0;2368.0;Apartamento
Apartamento;Engenho Novo;2;0;0;59;360.0;1175.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;370;10528.0;34599.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;2;200;630.0;4750.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;130;5351.0;20313.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;220;1215.0;44935.0;casa
Apartamento;Leblon;1;1;1;88;1500.0;7362.0;Apartamento
Apartamento;Cachambi;2;1;0;55;185.0;;Apartamento
Apartamento;Gávea;1;1;1;50;820.0;3270.0;Apartamento
Apartamento;Barra da Tijuca;1;0;0;38;410.0;1425.0;Apartamento
Casa;Recreio dos Bandeirantes;4;5;3;600;;;casa
Conjunto Comercial/Sala;Centro;0;0;0;152;2900.0;5470.0;Apartamento
Apartamento;Barra da Tijuca;2;2;2;140;2780.0;9910.0;Apartamento
Apartamento;Ipanema;4;2;1;350;5000.0;22800.0;Apartamento
Loja Shopping/ Ct Comercial;Jacarepaguá;0;0;0;160;1200.0;7950.0;Apartamento
Apartamento;Flamengo;3;0;0;250;1900.0;;Apartamento
Prédio Inteiro;Bonsucesso;0;3;0;1617;;;Apartamento
Apartamento;Ipanema;4;2;1;180;1796.0;;Apartamento
Casa de Condomínio;Campo Grande;2;1;0;65;;;casa
Loja/Salão;Vila Isabel;0;0;0;90;;;Apartamento
Apartamento;Jardim Botânico;2;2;1;83;1630.0;5384.0;Apartamento
Apartamento;Ipanema;3;2;1;190;2200.0;9180.0;Apartamento
Apartamento;Ipanema;3;1;0;107;2550.0;7937.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;381;10166.0;20911.0;Apartamento
Apartamento;Icaraí;1;0;0;40;485.0;1792.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;108;1287.0;5807.0;Apartamento
Apartamento;Barra da Tijuca;2;2;2;130;742.0;6892.0;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;4;450;1150.0;8900.0;casa
Apartamento;Jacarepaguá;2;1;1;77;700.0;2777.0;Apartamento
Conjunto Comercial/Sala;Pechincha;0;0;0;50;750.0;;Apartamento
Apartamento;Tijuca;3;0;0;96;714.0;4114.0;Apartamento
Apartamento;Bonsucesso;1;0;0;62;270.0;;Apartamento
Casa de Vila;Realengo;1;0;0;70;;;casa
Conjunto Comercial/Sala;Centro;0;0;0;155;7989.0;18785.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;65;830.0;2480.0;Apartamento
Galpão/Depósito/Armazém;Pavuna;0;0;0;1800;;;Apartamento
Apartamento;Barra da Tijuca;3;2;2;134;1800.0;6090.0;Apartamento
Apartamento;Barra da Tijuca;3;2;2;140;1880.0;6207.0;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;54;980.0;;Apartamento
Apartamento;Barra da Tijuca;4;2;1;168;1993.0;;Apartamento
Apartamento;Vila Isabel;1;0;1;45;500.0;1624.0;Apartamento
Casa;Urca;4;2;4;330;;;casa
Apartamento;Barra da Tijuca;3;3;1;238;2700.0;;Apartamento
Apartamento;Madureira;2;1;0;75;315.0;1185.0;Apartamento
Loja/Salão;Ipanema;0;0;0;200;;;Apartamento
Apartamento;Lagoa;3;2;1;400;3840.0;20660.0;Apartamento
Galpão/Depósito/Armazém;Jardim América;0;0;0;1150;;;Apartamento
Apartamento;Tijuca;3;2;0;140;970.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;156;1055.0;14802.0;Apartamento
Casa de Condomínio;Taquara;2;0;2;90;200.0;2357.0;casa
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;30;650.0;1540.0;Apartamento
Apartamento;Copacabana;3;1;0;128;1230.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;158;3147.0;19451.0;Apartamento
Apartamento;Riachuelo;1;0;0;53;217.0;;Apartamento
Apartamento;Engenho Novo;1;1;0;40;310.0;;Apartamento
Apartamento;Barra da Tijuca;3;2;2;160;1550.0;6876.0;Apartamento
Casa;Barra da Tijuca;2;2;1;74;770.0;;casa
Apartamento;Barra da Tijuca;1;1;0;50;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;5;;;Apartamento
Apartamento;Campo Grande;2;0;0;55;60.0;;Apartamento
Apartamento;Jardim Botânico;3;1;0;90;1063.0;3581.0;Apartamento
Apartamento;Lagoa;2;1;1;81;690.0;5220.0;Apartamento
Apartamento;Lins de Vasconcelos;3;1;1;84;750.0;1823.0;Apartamento
Apartamento;Leblon;4;3;2;245;3200.0;27200.0;Apartamento
Apartamento;Lagoa;2;2;1;75;2600.0;;Apartamento
Apartamento;Centro;1;0;0;38;335.0;1510.0;Apartamento
Apartamento;Botafogo;2;1;0;71;700.0;3476.0;Apartamento
Apartamento;Flamengo;4;1;2;250;1780.0;8850.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;68;880.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;64;1062.0;;Apartamento
Apartamento;Vargem Pequena;3;2;1;79;500.0;;Apartamento
Apartamento;Barra da Tijuca;3;1;1;107;1248.0;4076.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;173;2450.0;8345.0;Apartamento
Apartamento;Cachambi;2;1;0;68;600.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;56;1000.0;1987.0;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;67;1600.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;33;409.0;1465.0;Apartamento
Apartamento;Rocha;2;0;0;65;490.0;;Apartamento
Apartamento;Barra da Tijuca;3;2;1;110;1350.0;4075.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;260;3500.0;13580.0;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;24;400.0;;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;2;410;1055.0;9745.0;casa
Galpão/Depósito/Armazém;Recreio dos Bandeirantes;0;1;0;15;;;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;3;0;58;500.0;5890.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;20;;;Apartamento
Apartamento;Barra da Tijuca;4;3;2;200;2250.0;8530.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;106;2700.0;11300.0;Apartamento
Apartamento;Ipanema;3;1;1;98;1750.0;7695.0;Apartamento
Apartamento;Andaraí;2;1;0;82;721.0;2724.0;Apartamento
Apartamento;Vila da Penha;1;1;0;48;150.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;106;525.0;;Apartamento
Apartamento;Santa Teresa;2;0;0;115;1312.0;3833.0;Apartamento
Apartamento;Leblon;4;3;1;177;2420.0;;Apartamento
Conjunto Comercial/Sala;Ipanema;0;0;0;70;2000.0;7462.0;Apartamento
Casa;Andaraí;3;0;0;125;;;casa
Apartamento;Gávea;2;0;0;70;988.0;4926.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;27;501.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;57;850.0;;Apartamento
Apartamento;Leblon;3;1;1;115;700.0;6200.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;478;3199.0;22719.0;Apartamento
Apartamento;Barra da Tijuca;3;2;3;112;1480.0;8280.0;Apartamento
Quitinete;Leme;1;0;0;22;550.0;1974.0;Apartamento
Apartamento;Barra da Tijuca;2;1;2;80;980.0;3454.0;Apartamento
Apartamento;Méier;2;1;1;97;350.0;1627.0;Apartamento
Apartamento;Gávea;3;1;3;144;1800.0;10610.0;Apartamento
Apartamento;Copacabana;1;0;0;35;;;Apartamento
Quitinete;Centro;1;0;0;25;340.0;1255.0;Apartamento
Apartamento;Vila da Penha;3;1;1;65;720.0;;Apartamento
Apartamento;Tijuca;1;0;0;52;558.0;1907.0;Apartamento
Apartamento;Irajá;2;1;0;54;450.0;1610.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;460;4600.0;20520.0;Apartamento
Casa de Vila;Tanque;2;1;1;120;40.0;1865.0;casa
Apartamento;Ipanema;4;0;2;230;2820.0;16821.0;Apartamento
Apartamento;Engenho da Rainha;2;0;0;40;65.0;;Apartamento
Apartamento;Maracanã;2;1;1;85;740.0;3681.0;Apartamento
Loja/Salão;Taquara;0;1;0;81;;;Apartamento
Conjunto Comercial/Sala;Bonsucesso;0;0;0;25;180.0;864.0;Apartamento
Apartamento;Lagoa;1;1;0;90;2163.0;8116.0;Apartamento
Prédio Inteiro;Gamboa;0;0;0;2188;;;Apartamento
Apartamento;Ipanema;3;1;1;140;2900.0;;Apartamento
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;22;480.0;1492.0;Apartamento
Apartamento;Barra da Tijuca;3;1;1;80;1360.0;;Apartamento
Apartamento;Botafogo;1;1;1;60;550.0;2670.0;Apartamento
Quitinete;Copacabana;1;0;0;35;1.0;2502.0;Apartamento
Conjunto Comercial/Sala;Cidade Nova;0;12;0;1849;45311.0;178007.0;Apartamento
Apartamento;Leblon;2;1;1;95;1900.0;6840.0;Apartamento
Prédio Inteiro;Ipanema;0;0;0;200;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;135;1500.0;6206.0;Apartamento
Apartamento;Tijuca;2;1;0;81;950.0;;Apartamento
Apartamento;Copacabana;2;0;0;47;665.0;2643.0;Apartamento
Apartamento;Campo Grande;3;1;0;45;280.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;5;4;5;380;1480.0;;Apartamento
Casa;Rio Comprido;8;0;0;412;;;casa
Apartamento;Tijuca;2;1;1;126;865.0;3218.0;Apartamento
Apartamento;Flamengo;3;1;1;85;1203.0;4993.0;Apartamento
Apartamento;Arpoador;2;1;1;130;986.0;6486.0;Apartamento
Apartamento;Botafogo;2;0;0;70;600.0;2520.0;Apartamento
Apartamento;Copacabana;1;0;0;45;700.0;2525.0;Apartamento
Apartamento;Laranjeiras;3;0;1;127;1120.0;;Apartamento
Apartamento;Leblon;3;0;0;90;950.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;90;850.0;2810.0;Apartamento
Apartamento;Barra da Tijuca;2;1;0;88;650.0;4149.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;52;1177.0;;Apartamento
Apartamento;Lagoa;4;3;1;200;2000.0;9909.0;Apartamento
Apartamento;Copacabana;1;0;0;35;484.0;2008.0;Apartamento
Apartamento;Copacabana;3;0;0;160;1244.0;;Apartamento
Flat;Ipanema;2;1;1;90;2500.0;10400.0;Apartamento
Apartamento;Campo Grande;2;0;0;50;330.0;;Apartamento
Conjunto Comercial/Sala;Camorim;0;1;0;31;540.0;1152.0;Apartamento
Apartamento;Copacabana;2;0;0;65;700.0;3415.0;Apartamento
Apartamento;Leblon;3;2;1;179;3990.0;9475.0;Apartamento
Apartamento;Vila Isabel;2;0;0;60;420.0;1740.0;Apartamento
Apartamento;Jacarepaguá;3;1;1;92;1250.0;4650.0;Apartamento
Apartamento;Ipanema;3;1;1;140;1616.0;27041.0;Apartamento
Apartamento;Leblon;2;1;1;100;1700.0;7050.0;Apartamento
Apartamento;Méier;1;1;0;47;623.0;2186.0;Apartamento
Apartamento;Ramos;2;0;0;76;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;130;2250.0;;Apartamento
Apartamento;Ipanema;3;1;1;140;1580.0;;Apartamento
Conjunto Comercial/Sala;Tijuca;0;1;0;27;1310.0;2405.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;120;1500.0;6027.0;Apartamento
Casa Comercial;Botafogo;0;0;0;280;;;Apartamento
Casa de Condomínio;Laranjeiras;5;6;1;630;1000.0;12200.0;casa
Apartamento;Todos os Santos;3;1;0;70;280.0;;Apartamento
Casa;Lagoa;6;2;0;750;;;casa
Conjunto Comercial/Sala;Centro;0;0;0;2010;39388.0;181622.0;Apartamento
Flat;Ipanema;2;1;2;55;3826.0;13786.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;60;1380.0;;Apartamento
Apartamento;Vila Isabel;2;1;0;60;250.0;1796.0;Apartamento
Loja/Salão;Barra da Tijuca;0;0;0;82;1100.0;4600.0;Apartamento
